granularity,period,factor,return,percentile,rank,is_best
month,2024-07,alpha101/alpha_015,-0.00879,0.5319,15,0
month,2024-07,alpha101/alpha_080,-0.0082,0.5284,16,0
month,2024-07,alpha101/alpha_026,-0.01013,0.5247,17,0
month,2024-07,alpha101/alpha_016,-0.00825,0.5115,18,0
month,2024-07,gtja191/alpha_048,-0.01373,0.5086,19,0
month,2024-07,qlib158/ma10,-0.00995,0.5065,20,0
month,2024-07,alpha101/alpha_004,-0.01578,0.4895,21,0
month,2024-07,alpha101/alpha_027,-0.01724,0.482,22,0
month,2024-07,gtja191/alpha_016,-0.01783,0.4811,23,0
month,2024-07,gtja191/alpha_006,-0.02001,0.4683,24,0
month,2024-07,qlib158/cntn5,-0.02053,0.4671,25,0
month,2024-07,alpha101/alpha_067,-0.02113,0.4635,26,0
month,2024-07,gtja191/alpha_092,-0.02374,0.4433,27,0
month,2024-07,gtja191/alpha_157,-0.02971,0.4184,28,0
month,2024-07,alpha101/alpha_069,-0.03169,0.4062,29,0
month,2024-07,gtja191/alpha_025,-0.03314,0.4053,30,0
month,2024-07,gtja191/alpha_008,-0.04157,0.3768,31,0
month,2024-07,gtja191/alpha_041,-0.03863,0.374,32,0
month,2024-07,gtja191/alpha_026,-0.04363,0.3692,33,0
month,2024-07,alpha101/alpha_084,-0.04247,0.3675,34,0
month,2024-07,alpha101/alpha_024,-0.04744,0.3516,35,0
month,2024-07,gtja191/alpha_037,-0.04825,0.349,36,0
month,2024-07,alpha101/alpha_019,-0.05688,0.2823,37,0
month,2024-07,alpha101/alpha_023,-0.06041,0.2764,38,0
month,2024-08,qlib158/vma10,0.05031,0.6924,1,1
month,2024-08,gtja191/alpha_168,0.0532,0.6882,2,0
month,2024-08,qlib158/vsumn30,0.04629,0.6631,3,0
month,2024-08,qlib158/vsumn20,0.03774,0.6159,4,0
month,2024-08,alpha101/alpha_044,0.03079,0.5998,5,0
month,2024-08,qlib158/vsumn60,0.02464,0.5818,6,0
month,2024-08,gtja191/alpha_048,0.02311,0.5804,7,0
month,2024-08,alpha101/alpha_015,0.02651,0.5763,8,0
month,2024-08,gtja191/alpha_016,0.0248,0.5695,9,0
month,2024-08,gtja191/alpha_025,0.03601,0.5645,10,0
month,2024-08,alpha101/alpha_084,0.02485,0.5612,11,0
month,2024-08,gtja191/alpha_157,0.03344,0.5589,12,0
month,2024-08,alpha101/alpha_026,0.01993,0.5581,13,0
month,2024-08,qlib158/vma60,0.02684,0.5505,14,0
month,2024-08,gtja191/alpha_001,0.01882,0.546,15,0
month,2024-08,gtja191/alpha_008,0.02638,0.5459,16,0
month,2024-08,qlib158/min10,0.02403,0.5407,17,0
month,2024-08,alpha101/alpha_002,0.01879,0.5402,18,0
month,2024-08,alpha101/alpha_055,0.0171,0.5352,19,0
month,2024-08,gtja191/alpha_090,0.01793,0.5313,20,0
month,2024-08,alpha101/alpha_069,0.02385,0.5293,21,0
month,2024-08,gtja191/alpha_026,0.02044,0.528,22,0
month,2024-08,alpha101/alpha_019,0.02175,0.5195,23,0
month,2024-08,alpha101/alpha_067,0.01169,0.5137,24,0
month,2024-08,alpha101/alpha_016,0.01294,0.5108,25,0
month,2024-08,qlib158/vsumn5,0.01444,0.5071,26,0
month,2024-08,gtja191/alpha_041,0.01803,0.5066,27,0
month,2024-08,alpha101/alpha_004,0.00847,0.496,28,0
month,2024-08,gtja191/alpha_092,0.00717,0.4893,29,0
month,2024-08,qlib158/cntn5,0.00594,0.4835,30,0
month,2024-08,alpha101/alpha_024,0.00813,0.4761,31,0
month,2024-08,qlib158/ma10,0.00629,0.475,32,0
month,2024-08,alpha101/alpha_088,0.00235,0.4692,33,0
month,2024-08,alpha101/alpha_080,0.00072,0.458,34,0
month,2024-08,gtja191/alpha_037,0.00316,0.4533,35,0
month,2024-08,gtja191/alpha_006,-0.00467,0.4287,36,0
month,2024-08,alpha101/alpha_027,-0.00855,0.4109,37,0
month,2024-08,alpha101/alpha_023,-0.03228,0.2898,38,0
month,2024-09,alpha101/alpha_019,0.37417,0.834,1,1
month,2024-09,qlib158/ma10,0.30797,0.7414,2,0
month,2024-09,gtja191/alpha_041,0.28959,0.6939,3,0
month,2024-09,alpha101/alpha_069,0.27455,0.6807,4,0
month,2024-09,gtja191/alpha_025,0.27858,0.6766,5,0
month,2024-09,alpha101/alpha_023,0.27738,0.6753,6,0
month,2024-09,gtja191/alpha_157,0.26971,0.6714,7,0
month,2024-09,gtja191/alpha_008,0.25624,0.6477,8,0
month,2024-09,alpha101/alpha_067,0.25016,0.6427,9,0
month,2024-09,gtja191/alpha_026,0.25102,0.6297,10,0
month,2024-09,gtja191/alpha_048,0.253,0.6283,11,0
month,2024-09,qlib158/vsumn30,0.2418,0.6118,12,0
month,2024-09,gtja191/alpha_037,0.24339,0.6027,13,0
month,2024-09,gtja191/alpha_016,0.2375,0.5969,14,0
month,2024-09,alpha101/alpha_024,0.24911,0.5961,15,0
month,2024-09,alpha101/alpha_084,0.23887,0.5957,16,0
month,2024-09,alpha101/alpha_044,0.24879,0.5902,17,0
month,2024-09,qlib158/vsumn5,0.25383,0.5873,18,0
month,2024-09,gtja191/alpha_090,0.23436,0.5838,19,0
month,2024-09,alpha101/alpha_016,0.28316,0.583,20,0
month,2024-09,qlib158/vsumn20,0.23787,0.5785,21,0
month,2024-09,qlib158/vma10,0.25802,0.5506,22,0
month,2024-09,alpha101/alpha_002,0.21934,0.5498,23,0
month,2024-09,alpha101/alpha_055,0.216,0.5468,24,0
month,2024-09,qlib158/vma60,0.2491,0.5388,25,0
month,2024-09,gtja191/alpha_168,0.26035,0.5351,26,0
month,2024-09,alpha101/alpha_015,0.21231,0.5293,27,0
month,2024-09,qlib158/vsumn60,0.21777,0.5255,28,0
month,2024-09,gtja191/alpha_001,0.21014,0.5228,29,0
month,2024-09,qlib158/min10,0.20511,0.4949,30,0
month,2024-09,alpha101/alpha_080,0.20078,0.4597,31,0
month,2024-09,alpha101/alpha_088,0.20822,0.4591,32,0
month,2024-09,alpha101/alpha_026,0.18478,0.4213,33,0
month,2024-09,gtja191/alpha_092,0.17765,0.4078,34,0
month,2024-09,qlib158/cntn5,0.17243,0.3823,35,0
month,2024-09,alpha101/alpha_004,0.13871,0.2724,36,0
month,2024-09,gtja191/alpha_006,0.13334,0.257,37,0
month,2024-09,alpha101/alpha_027,0.08951,0.1388,38,0
month,2024-10,qlib158/vma60,0.17765,0.7439,1,1
month,2024-10,gtja191/alpha_168,0.15841,0.6976,2,0
month,2024-10,qlib158/vma10,0.16038,0.6957,3,0
month,2024-10,qlib158/vsumn20,0.12354,0.6951,4,0
month,2024-10,qlib158/vsumn30,0.11611,0.6647,5,0
month,2024-10,qlib158/vsumn5,0.1103,0.6462,6,0
month,2024-10,qlib158/vsumn60,0.0938,0.6286,7,0
month,2024-10,alpha101/alpha_088,0.0995,0.6127,8,0
month,2024-10,alpha101/alpha_002,0.09771,0.6096,9,0
month,2024-10,gtja191/alpha_016,0.09044,0.6008,10,0
month,2024-10,gtja191/alpha_001,0.08967,0.5949,11,0
month,2024-10,alpha101/alpha_044,0.09362,0.5902,12,0
month,2024-10,alpha101/alpha_055,0.08753,0.59,13,0
month,2024-10,gtja191/alpha_048,0.11137,0.5856,14,0
month,2024-10,alpha101/alpha_015,0.08378,0.5798,15,0
month,2024-10,alpha101/alpha_026,0.11632,0.5702,16,0
month,2024-10,qlib158/min10,0.10183,0.562,17,0
month,2024-10,alpha101/alpha_067,0.08098,0.5558,18,0
month,2024-10,gtja191/alpha_092,0.07398,0.5538,19,0
month,2024-10,alpha101/alpha_069,0.08587,0.5497,20,0
month,2024-10,gtja191/alpha_090,0.07462,0.549,21,0
month,2024-10,gtja191/alpha_157,0.0995,0.5468,22,0
month,2024-10,qlib158/ma10,0.09908,0.5238,23,0
month,2024-10,gtja191/alpha_041,0.10475,0.5233,24,0
month,2024-10,alpha101/alpha_016,0.07241,0.5066,25,0
month,2024-10,qlib158/cntn5,0.06246,0.4813,26,0
month,2024-10,alpha101/alpha_004,0.06626,0.4793,27,0
month,2024-10,gtja191/alpha_037,0.06216,0.4681,28,0
month,2024-10,alpha101/alpha_019,0.07419,0.4475,29,0
month,2024-10,alpha101/alpha_080,0.04952,0.4337,30,0
month,2024-10,gtja191/alpha_026,0.05012,0.4088,31,0
month,2024-10,alpha101/alpha_023,0.04862,0.4079,32,0
month,2024-10,gtja191/alpha_025,0.04229,0.3812,33,0
month,2024-10,alpha101/alpha_084,0.04332,0.3805,34,0
month,2024-10,gtja191/alpha_006,0.03767,0.3785,35,0
month,2024-10,gtja191/alpha_008,0.04581,0.3779,36,0
month,2024-10,alpha101/alpha_027,0.02188,0.3484,37,0
month,2024-10,alpha101/alpha_024,-0.00112,0.2404,38,0
month,2024-11,qlib158/vsumn60,0.06712,0.7,1,1
month,2024-11,alpha101/alpha_026,0.05472,0.6386,2,0
month,2024-11,alpha101/alpha_044,0.04704,0.6325,3,0
month,2024-11,qlib158/vsumn30,0.04718,0.6215,4,0
month,2024-11,alpha101/alpha_015,0.0501,0.6191,5,0
month,2024-11,gtja191/alpha_090,0.04109,0.6191,6,0
month,2024-11,gtja191/alpha_001,0.03889,0.6025,7,0
month,2024-11,alpha101/alpha_055,0.03782,0.5991,8,0
month,2024-11,qlib158/vsumn20,0.03551,0.5851,9,0
month,2024-11,alpha101/alpha_002,0.03334,0.5783,10,0
month,2024-11,gtja191/alpha_016,0.0318,0.5697,11,0
month,2024-11,alpha101/alpha_080,0.0258,0.5584,12,0
month,2024-11,alpha101/alpha_067,0.02724,0.547,13,0
month,2024-11,qlib158/vma60,0.02416,0.5417,14,0
month,2024-11,alpha101/alpha_004,0.02288,0.5413,15,0
month,2024-11,qlib158/vsumn5,0.02108,0.5344,16,0
month,2024-11,alpha101/alpha_027,0.02079,0.5335,17,0
month,2024-11,alpha101/alpha_088,0.01951,0.5317,18,0
month,2024-11,qlib158/min10,0.01946,0.5272,19,0
month,2024-11,gtja191/alpha_006,0.01523,0.5051,20,0
month,2024-11,qlib158/cntn5,0.01097,0.4908,21,0
month,2024-11,alpha101/alpha_069,0.01388,0.4892,22,0
month,2024-11,gtja191/alpha_168,0.01432,0.4841,23,0
month,2024-11,gtja191/alpha_048,0.00883,0.479,24,0
month,2024-11,gtja191/alpha_092,0.00468,0.4582,25,0
month,2024-11,gtja191/alpha_157,0.003,0.4507,26,0
month,2024-11,qlib158/vma10,0.00766,0.4461,27,0
month,2024-11,gtja191/alpha_041,0.00686,0.4433,28,0
month,2024-11,alpha101/alpha_016,-0.00074,0.4098,29,0
month,2024-11,alpha101/alpha_024,-0.01183,0.3902,30,0
month,2024-11,gtja191/alpha_025,-0.01301,0.3802,31,0
month,2024-11,alpha101/alpha_084,-0.01267,0.3783,32,0
month,2024-11,alpha101/alpha_023,-0.01587,0.3737,33,0
month,2024-11,gtja191/alpha_026,-0.01453,0.3683,34,0
month,2024-11,gtja191/alpha_008,-0.02029,0.349,35,0
month,2024-11,qlib158/ma10,-0.02111,0.3383,36,0
month,2024-11,gtja191/alpha_037,-0.02475,0.3317,37,0
month,2024-11,alpha101/alpha_019,-0.03762,0.2794,38,0
month,2024-12,alpha101/alpha_026,-0.02448,0.7431,1,1
month,2024-12,gtja191/alpha_016,-0.03483,0.7188,2,0
month,2024-12,alpha101/alpha_027,-0.0309,0.701,3,0
month,2024-12,alpha101/alpha_069,-0.03946,0.6859,4,0
month,2024-12,gtja191/alpha_001,-0.04855,0.6704,5,0
month,2024-12,alpha101/alpha_088,-0.04474,0.6682,6,0
month,2024-12,alpha101/alpha_015,-0.04875,0.6617,7,0
month,2024-12,gtja191/alpha_041,-0.05218,0.6451,8,0
month,2024-12,gtja191/alpha_006,-0.0547,0.6321,9,0
month,2024-12,alpha101/alpha_004,-0.05307,0.6256,10,0
month,2024-12,gtja191/alpha_037,-0.06081,0.6194,11,0
month,2024-12,gtja191/alpha_090,-0.05848,0.6188,12,0
month,2024-12,alpha101/alpha_055,-0.06103,0.6133,13,0
month,2024-12,gtja191/alpha_157,-0.06046,0.6132,14,0
month,2024-12,qlib158/vsumn20,-0.06067,0.613,15,0
month,2024-12,alpha101/alpha_084,-0.06004,0.61,16,0
